adult,budget,genres,id,imdb_id,original_language,original_title,popularity,year,month,day,revenue,runtime,spoken_languages,status,title,video,vote_average,vote_count,is_comedy,is_action,is_horror,is_family,is_drama,is_thriller
FALSE,100,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 80, 'name': 'Crime'}]",3131,tt0217505,en,Gangs of New York,14.922399,2002,12,14,193.772504,167,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ga', 'name': 'Gaeilge'}, {'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'zh', 'name': 'ć™®é€ščŻť'}]",Released,Gangs of New York,False,7.1,1964,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,37,"[{'id': 18, 'name': 'Drama'}]",312221,tt3076658,en,Creed,33.449723,2015,11,25,173.567581,133,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Creed,False,7.3,1963,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,58,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",395992,tt5442430,en,Life,36.263803,2017,3,22,100.541806,103,"[{'iso_639_1': 'cn', 'name': 'ĺążĺ·žčŻť / ĺ»Łĺ·žč©±'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': 'ć—Ąćś¬čŞž'}]",Released,Life,False,6.3,1959,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FALSE,40,"[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}]",3933,tt0121164,en,Corpse Bride,12.920032,2005,9,9,117.195061,77,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Corpse Bride,False,7.2,1957,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,140,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",147441,tt1528100,en,Exodus: Gods and Kings,16.320249,2014,12,3,268.031828,150,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Exodus: Gods and Kings,False,5.6,1957,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
FALSE,45,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",36647,tt0120611,en,Blade,15.043454,1998,8,21,131.18353,120,"[{'iso_639_1': 'ru', 'name': 'PŃŃŃĐşĐ¸Đą'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Blade,False,6.5,1950,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
FALSE,60,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",9654,tt0317740,en,The Italian Job,13.995044,2003,5,30,176.070171,110,"[{'iso_639_1': 'uk', 'name': 'ĐŁĐşŃ€Đ°Ń—Đ˝ŃŃŚĐşĐ¸Đą'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The Italian Job,False,6.6,1949,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
FALSE,140,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}]",616,tt0325710,en,The Last Samurai,19.582325,2003,12,5,456.758981,154,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': 'ć—Ąćś¬čŞž'}]",Released,The Last Samurai,False,7.3,1946,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
FALSE,4,"[{'id': 18, 'name': 'Drama'}]",153,tt0335266,en,Lost in Translation,11.609441,2003,8,31,119.723856,102,"[{'iso_639_1': 'ja', 'name': 'ć—Ąćś¬čŞž'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Lost in Translation,False,7.3,1943,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,35,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",423,tt0253474,en,The Pianist,14.811594,2002,9,24,120.072577,150,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ru', 'name': 'PŃŃŃĐşĐ¸Đą'}]",Released,The Pianist,False,8.1,1927,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,35,"[{'id': 35, 'name': 'Comedy'}]",257211,tt2361509,en,The Intern,15.651705,2015,9,24,194.564672,121,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Intern,False,7.1,1926,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,150,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",49444,tt1302011,en,Kung Fu Panda 2,11.481921,2011,5,25,665.692281,91,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Kung Fu Panda 2,False,6.7,1925,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FALSE,61,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",82695,tt1707386,en,Les MisĂ©rables,13.52408,2012,12,18,441.80977,157,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Les MisĂ©rables,False,7.2,1925,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,40,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",10144,tt0097757,en,The Little Mermaid,17.496832,1989,11,17,222.3,83,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'FranĂ§ais'}]",Released,The Little Mermaid,False,7.2,1921,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FALSE,70,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1573,tt0099423,en,Die Hard 2,18.785984,1990,7,2,240.031094,124,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'EspaĂ±ol'}]",Released,Die Hard 2,False,6.6,1920,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
FALSE,40,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",508,tt0314331,en,Love Actually,10.586815,2003,9,7,244.931766,135,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'FranĂ§ais'}, {'iso_639_1': 'pt', 'name': 'PortuguĂŞs'}]",Released,Love Actually,False,7,1917,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,150,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",117251,tt2334879,en,White House Down,9.920223,2013,6,27,205.366737,131,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,White House Down,False,6.3,1910,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
FALSE,16,"[{'id': 35, 'name': 'Comedy'}]",8467,tt0109686,en,Dumb and Dumber,9.844558,1994,12,16,247.275374,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Dumb and Dumber,False,6.5,1894,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,2,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",270303,tt3235888,en,It Follows,20.359336,2015,2,4,14.674076,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It Follows,False,6.6,1894,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FALSE,127,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",181533,tt2692250,en,Night at the Museum: Secret of the Tomb,19.539436,2014,12,17,349.424282,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Night at the Museum: Secret of the Tomb,False,6.1,1893,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FALSE,2,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",242224,tt2321549,en,The Babadook,8.832788,2014,5,22,6.676471,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Babadook,False,6.5,1890,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
FALSE,60,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",949,tt0113277,en,Heat,17.924927,1995,12,15,187.436818,170,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'EspaĂ±ol'}]",Released,Heat,False,7.7,1886,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
FALSE,70,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",52520,tt1496025,en,Underworld: Awakening,12.345348,2012,1,19,160.112671,88,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'PŃŃŃĐşĐ¸Đą'}]",Released,Underworld: Awakening,False,6.1,1885,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
FALSE,15,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",12162,tt0887912,en,The Hurt Locker,9.403724,2008,10,10,42,131,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ar', 'name': 'Ř§Ů„ŘąŘ±Ř¨ŮŠŘ©'}, {'iso_639_1': 'tr', 'name': 'TĂĽrkĂ§e'}]",Released,The Hurt Locker,False,7.2,1881,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
FALSE,70,"[{'id': 35, 'name': 'Comedy'}]",10201,tt1068680,en,Yes Man,9.756289,2008,12,9,225.990978,104,"[{'iso_639_1': 'et', 'name': 'Eesti'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ko', 'name': 'í•śęµ­ě–´/ěˇ°ě„ ë§'}]",Released,Yes Man,False,6.4,1869,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,150,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",10527,tt0479952,en,Madagascar: Escape 2 Africa,12.668733,2008,10,30,603.900354,89,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'th', 'name': 'ŕ¸ ŕ¸˛ŕ¸©ŕ¸˛ŕą„ŕ¸—ŕ¸˘'}]",Released,Madagascar: Escape 2 Africa,False,6.2,1866,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FALSE,44,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",72710,tt1517260,en,The Host,11.342024,2013,3,22,63.327201,125,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Host,False,6,1859,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
FALSE,25,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",227156,tt0435651,en,The Giver,12.472206,2014,8,11,66.980456,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Giver,False,6.4,1859,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,40,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",18240,tt1041829,en,The Proposal,8.058337,2009,6,1,317.375031,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Proposal,False,6.7,1858,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,145,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",80321,tt1277953,en,Madagascar 3: Europe's Most Wanted,13.829042,2012,6,6,746.921274,93,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'EspaĂ±ol'}, {'iso_639_1': 'th', 'name': 'ŕ¸ ŕ¸˛ŕ¸©ŕ¸˛ŕą„ŕ¸—ŕ¸˘'}]",Released,Madagascar 3: Europe's Most Wanted,False,6.4,1857,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FALSE,85,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",8247,tt0489099,en,Jumper,11.03897,2008,2,10,222.231186,88,"[{'iso_639_1': 'fr', 'name': 'FranĂ§ais'}]",Released,Jumper,False,5.9,1855,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,3.3,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",598,tt0317248,pt,Cidade de Deus,14.95927,2002,2,5,30.64177,130,"[{'iso_639_1': 'pt', 'name': 'PortuguĂŞs'}]",Released,City of God,False,8.2,1852,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,36,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",782,tt0119177,en,Gattaca,12.89312,1997,9,7,12.532777,106,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'eo', 'name': 'Esperanto'}]",Released,Gattaca,False,7.5,1846,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
FALSE,1,"[{'id': 18, 'name': 'Drama'}]",1366,tt0075148,en,Rocky,14.774066,1976,11,21,117.235147,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Rocky,False,7.5,1843,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,60,"[{'id': 28, 'name': 'Action'}]",343611,tt3393786,en,Jack Reacher: Never Go Back,15.60562,2016,10,19,162.146076,118,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Jack Reacher: Never Go Back,False,5.3,1843,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
FALSE,100,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",561,tt0360486,en,Constantine,9.615691,2005,2,8,230.884728,121,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'PortuguĂŞs'}, {'iso_639_1': 'tl', 'name': ''}]",Released,Constantine,False,6.6,1837,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
FALSE,45,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",346685,tt3631112,en,The Girl on the Train,10.217291,2016,10,5,173.185859,112,"[{'iso_639_1': 'es', 'name': 'EspaĂ±ol'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,The Girl on the Train,False,6.2,1837,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
FALSE,140,"[{'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",676,tt0213149,en,Pearl Harbor,11.419388,2001,5,21,449.220945,183,"[{'iso_639_1': 'fr', 'name': 'FranĂ§ais'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': 'ć—Ąćś¬čŞž'}]",Released,Pearl Harbor,False,6.6,1833,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,92,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",855,tt0265086,en,Black Hawk Down,10.064446,2001,12,28,172.989651,144,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'so', 'name': 'Somali'}]",Released,Black Hawk Down,False,7.2,1832,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
FALSE,5,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",17431,tt1182345,en,Moon,13.336773,2009,6,12,9.760104,97,"[{'iso_639_1': 'es', 'name': 'EspaĂ±ol'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Moon,False,7.6,1831,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,4,"[{'id': 18, 'name': 'Drama'}]",376867,tt4975722,en,Moonlight,14.171675,2016,10,21,65.046687,111,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Moonlight,False,7.3,1831,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,90,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",138103,tt2333784,en,The Expendables 3,14.753545,2014,8,4,206.172544,127,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Expendables 3,False,6.1,1830,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
FALSE,9.9,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",300669,tt4160708,en,Don't Breathe,25.869883,2016,8,25,157.100845,88,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'uk', 'name': 'ĐŁĐşŃ€Đ°Ń—Đ˝ŃŃŚĐşĐ¸Đą'}]",Released,Don't Breathe,False,6.7,1830,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FALSE,69,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",339846,tt1469304,en,Baywatch,35.637691,2017,5,12,177.856751,116,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Baywatch,False,6.1,1829,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
FALSE,40,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",39513,tt1092026,en,Paul,10.24382,2011,2,14,97.55205,104,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Paul,False,6.5,1825,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,20,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",107985,tt1213663,en,The World's End,9.830382,2013,7,18,46.089287,109,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The World's End,False,6.7,1820,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
FALSE,5,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",170,tt0289043,en,28 Days Later,17.656951,2002,10,31,82.719885,113,"[{'iso_639_1': 'es', 'name': 'EspaĂ±ol'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,28 Days Later,False,7.1,1816,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FALSE,30,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",1637,tt0111257,en,Speed,10.859292,1994,6,9,350.448145,116,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Speed,False,6.8,1814,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
FALSE,126,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",1635,tt0399201,en,The Island,11.443647,2005,7,20,162.949164,136,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Island,False,6.5,1813,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
FALSE,23,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",2787,tt0134847,en,Pitch Black,6.424399,2000,2,18,53.187659,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Pitch Black,False,6.7,1812,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
FALSE,14,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",114,tt0100405,en,Pretty Woman,13.348451,1990,3,23,463,119,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ja', 'name': 'ć—Ąćś¬čŞž'}]",Released,Pretty Woman,False,7,1807,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,60,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",82682,tt1321870,en,Gangster Squad,8.581558,2013,1,10,105.200903,113,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Gangster Squad,False,6.2,1805,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
FALSE,55,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",253412,tt2719848,en,Everest,10.758754,2015,9,10,203.427584,121,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Everest,False,6.7,1805,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,100,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",22794,tt0844471,en,Cloudy with a Chance of Meatballs,11.665693,2009,9,17,242.988466,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Cloudy with a Chance of Meatballs,False,6.5,1799,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FALSE,150,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",13053,tt0397892,en,Bolt,15.580915,2008,11,21,309.979994,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Bolt,False,6.3,1798,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FALSE,4,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",9325,tt0061852,en,The Jungle Book,22.845448,1967,10,17,205.843612,78,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Jungle Book,False,7.1,1791,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FALSE,65,"[{'id': 35, 'name': 'Comedy'}]",76493,tt1645170,en,The Dictator,7.446085,2012,5,15,179.379533,83,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'he', 'name': '×˘Ö´×‘Ö°×¨Ö´×™×Ş'}]",Released,The Dictator,False,5.9,1789,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,130,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6637,tt0465234,en,National Treasure: Book of Secrets,12.854373,2007,12,13,457.363168,124,"[{'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'FranĂ§ais'}]",Released,National Treasure: Book of Secrets,False,6.1,1782,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
FALSE,175,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",105864,tt1979388,en,The Good Dinosaur,12.319595,2015,11,14,331.926147,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Good Dinosaur,False,6.6,1782,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FALSE,170,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",241259,tt2567026,en,Alice Through the Looking Glass,14.61608,2016,5,25,299.370084,113,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Alice Through the Looking Glass,False,6.5,1782,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FALSE,1.5,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",49018,tt1591095,en,Insidious,17.24814,2010,9,13,97.00915,103,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Insidious,False,6.8,1775,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
FALSE,100,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",2668,tt0162661,en,Sleepy Hollow,11.072361,1999,11,18,206.071502,105,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Sleepy Hollow,False,6.9,1774,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
FALSE,16,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",28178,tt1028532,en,Hachi: A Dog's Tale,8.621359,2009,6,13,47.801389,93,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': 'ć—Ąćś¬čŞž'}]",Released,Hachi: A Dog's Tale,False,7.7,1769,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
FALSE,16,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",4951,tt0147800,en,10 Things I Hate About You,12.069966,1999,3,30,53.478166,97,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'FranĂ§ais'}]",Released,10 Things I Hate About You,False,7.3,1768,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,25,"[{'id': 18, 'name': 'Drama'}]",380,tt0095953,en,Rain Man,11.267467,1988,12,11,412.8,133,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Rain Man,False,7.6,1762,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
FALSE,2.9,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10749, 'name': 'Romance'}]",11224,tt0042332,en,Cinderella,14.436858,1950,3,4,263.591415,74,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Cinderella,False,6.8,1760,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FALSE,110,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",1250,tt0259324,en,Ghost Rider,11.902354,2007,2,16,228.738393,114,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Ghost Rider,False,5.2,1754,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
FALSE,17,"[{'id': 27, 'name': 'Horror'}]",109428,tt1288558,en,Evil Dead,12.01525,2013,4,5,97.542952,91,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Evil Dead,False,6.4,1754,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
FALSE,85,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9615,tt0463985,en,The Fast and the Furious: Tokyo Drift,2.238808,2006,6,3,158.468292,104,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': 'ć—Ąćś¬čŞž'}]",Released,The Fast and the Furious: Tokyo Drift,False,6.1,1749,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
